 repeat,,,maxVertex, timeTaken,,,,,
5,,,3800,1618,1683,89.04049936,,,
6,,,3800,1539,1694.95,95.65039137,,,
7,,,3800,1531,1707.15,90.11295543,,,
8,,,3800,1768,1721.8,83.54614231,,,
9,,,3800,1675,1713.75,86.56234443,,,
10,,,3800,1608,1715.9,86.08190714,,,
11,,,3800,1533,1721.65,82.25075588,,,
12,,,3800,1670,1725.95,73.66958595,,,
13,,,3800,1785,1735.2,77.77470838,,,
14,,,3800,1594,1740.1,83.92157994,,,
15,,,3800,1661,1742.25,80.46108899,,,
16,,,3800,1701,1750.25,79.90973526,,,
17,,,3800,1813,1753.3,79.09095364,,,
18,,,3800,1789,1752.85,78.75830783,,,
19,,,3800,1729,1754.35,79.76232787,,,
20,,,3800,1760,1750.9,82.36625523,,,
1,,,3900,1686,1758.15,89.29918665,,,
2,,,3900,1782,1760.25,87.99753286,,,
3,,,3900,1725,1758.45,87.89735341,,,
4,,,3900,1693,1755.6,89.9393948,,,
5,,,3900,1857,1763.9,91.50432834,,,
6,,,3900,1783,1754.4,91.19233578,,,
7,,,3900,1824,1789.3,186.4875049,,,
8,,,3900,1607,1829.7,265.2774317,,,
9,,,3900,1718,1833.1,262.6961222,,,
10,,,3900,1723,1833.05,262.7192768,,,
11,,,3900,1619,1833.65,262.4682988,,,
12,,,3900,1855,1839.5,258.7092455,,,
13,,,3900,1883,1835.35,259.1129148,,,
14,,,3900,1637,1831.25,258.9679669,,,
15,,,3900,1821,1841.8,254.9040273,,,
16,,,3900,1762,1836.75,256.3342544,,,
17,,,3900,1804,1833.75,257.6030964,,,
18,,,3900,1819,1850,265.7495853,,,
19,,,3900,1660,1840.65,270.1508886,,,
20,,,3900,1905,1846.25,267.3554454,,,
1,,,4000,1728,1838.1,267.954022,,,
2,,,4000,1746,1856.35,272.4526564,,,
3,,,4000,1668,1863.4,271.2686375,,,
4,,,4000,1859,1875.3,267.4389453,,,
5,,,4000,1667,1874.05,267.5775293,,,
6,,,4000,2481,1883.75,263.1565224,,,
7,,,4000,2632,1851.85,222.4713524,,,
8,,,4000,1675,1829.7,151.4144191,,,
9,,,4000,1717,1842.9,148.7013609,,,
10,,,4000,1735,1850.7,145.8131826,,,
11,,,4000,1736,1877.25,169.9779784,,,
12,,,4000,1772,1887.7,167.2395383,,,
13,,,4000,1801,1891.4,165.3530195,,,
14,,,4000,1848,1892.2,164.9307989,,,
15,,,4000,1720,1886.45,168.5184591,,,
16,,,4000,1702,1911.65,179.6347976,,,
17,,,4000,2129,1949.65,210.6576857,,,
18,,,4000,1632,1990.05,303.7664399,,,
19,,,4000,1772,2002.8,293.1117265,,,
20,,,4000,1742,2022,289.7552506,,,
1,,,4100,2093,2026.45,285.8863364,,,
2,,,4100,1887,2021.25,285.5577875,,,
3,,,4100,1906,2021.5,285.4362312,,,
4,,,4100,1834,2022.35,285.0992948,,,
5,,,4100,1861,2048.2,290.5096429,,,
6,,,4100,1843,2050.35,289.207497,,,
7,,,4100,2189,2071.2,288.5027775,,,
8,,,4100,1939,2081.65,296.6639557,,,
9,,,4100,1873,2106.95,305.308554,,,
10,,,4100,2266,2136.85,310.4303083,,,
11,,,4100,1945,2147.15,318.2597871,,,
12,,,4100,1846,2147.35,318.1272958,,,
13,,,4100,1817,2151,314.8901229,,,
14,,,4100,1733,2151.45,314.3937315,,,
15,,,4100,2224,2161.4,303.4106823,,,
16,,,4100,2462,2171.55,308.9597955,,,
17,,,4100,2937,2145.55,305.0866098,,,
18,,,4100,1887,2089.5,250.0375761,,,
19,,,4100,2156,2089.05,250.4289951,,,
20,,,4100,1831,2082.9,250.2085236,,,
1,,,4200,1989,2094.45,243.2019899,,,
2,,,4200,1892,2088.5,247.3381448,,,
3,,,4200,1923,2086.8,248.8718969,,,
4,,,4200,2351,2088.6,247.7525081,,,
5,,,4200,1904,2104.9,275.1355455,,,
6,,,4200,2260,2108.1,273.0401744,,,
7,,,4200,2398,2092.85,272.6268464,,,
8,,,4200,2445,2066.2,267.2252352,,,
9,,,4200,2471,2035.9,256.1399494,,,
10,,,4200,2472,2009.15,235.4058701,,,
11,,,4200,1949,1989.3,209.6523689,,,
12,,,4200,1919,1999.35,212.4182258,,,
13,,,4200,1826,2004.9,211.6570961,,,
14,,,4200,1932,2028,216.2654315,,,
15,,,4200,2427,2026.95,216.8063592,,,
16,,,4200,1942,2006.55,195.3128327,,,
17,,,4200,1816,2018.75,198.6604813,,,
18,,,4200,1878,2027.85,192.9713027,,,
19,,,4200,2033,2029.45,191.7925071,,,
20,,,4200,2062,2022.3,194.3022876,,,
1,,,4300,1870,2038.25,210.1773374,,,
2,,,4300,1858,2045.25,206.5793781,,,
3,,,4300,1959,2054.65,201.8332493,,,
4,,,4300,2677,2053.1,202.7235348,,,
5,,,4300,1968,2072.95,273.9520655,,,
6,,,4300,1955,2073.4,273.7779354,,,
7,,,4300,1865,2079.75,272.35636,,,
8,,,4300,1839,2079.25,272.7802036,,,
9,,,4300,1936,2086.1,268.1097379,,,
10,,,4300,2075,2092.35,265.8741837,,,
11,,,4300,2150,2091.85,265.9179286,,,
12,,,4300,2030,2086.2,265.8178244,,,
13,,,4300,2288,2100.55,270.3326362,,,
14,,,4300,1911,2082.7,269.087366,,,
15,,,4300,2019,2094.95,266.4229868,,,
16,,,4300,2186,2090.35,268.5887631,,,
17,,,4300,1998,2106.95,284.5941663,,,
18,,,4300,1910,2106.45,284.8043604,,,
19,,,4300,1890,2124.1,282.921023,,,
20,,,4300,2381,2135.85,277.5151537,,,
1,,,4400,2010,2124.4,271.5277247,,,
2,,,4400,2046,2156.1,293.5820337,,,
3,,,4400,1928,2191.9,321.7532399,,,
4,,,4400,3074,2199.15,317.0937559,,,
5,,,4400,1977,2180.25,269.9681999,,,
6,,,4400,2082,2191.2,265.6980082,,,
7,,,4400,1855,2183.7,271.0067197,,,
8,,,4400,1976,2191.6,263.1084227,,,
9,,,4400,2061,2230.15,285.3952522,,,
10,,,4400,2065,2228.9,286.2286351,,,
11,,,4400,2037,2228,286.7988475,,,
12,,,4400,2317,2241.65,283.7098731,,,
13,,,4400,1931,2243.95,284.5381253,,,
14,,,4400,2156,2264.55,275.457796,,,
15,,,4400,1927,2261.3,277.1839784,,,
16,,,4400,2518,2286.65,268.0342231,,,
17,,,4400,1988,2263.8,266.7501492,,,
18,,,4400,2263,2277.05,258.7924336,,,
19,,,4400,2125,2296.9,272.519415,,,
20,,,4400,2152,2298.75,271.4143996,,,
1,,,4500,2644,2291.05,277.9037082,,,
2,,,4500,2762,2299.7,291.8121422,,,
3,,,4500,2073,2261.65,277.6287326,,,
4,,,4500,2696,2272.1,274.0647062,,,
5,,,4500,2196,2245.4,256.0109784,,,
6,,,4500,1932,2249.8,255.8734473,,,
7,,,4500,2013,2273.8,246.8480462,,,
8,,,4500,2747,2300.5,246.0326251,,,
9,,,4500,2036,2275.6,222.5449452,,,
10,,,4500,2047,2321.35,261.3622763,,,
11,,,4500,2310,2338.8,253.6169096,,,
12,,,4500,2363,2332.55,255.8939902,,,
13,,,4500,2343,2314.35,266.3452992,,,
14,,,4500,2091,2315.95,266.6224366,,,
15,,,4500,2434,2331.6,261.8672625,,,
16,,,4500,2061,2317.1,263.9196249,,,
17,,,4500,2253,2329.05,257.0343977,,,
18,,,4500,2660,2331.45,256.5104851,,,
19,,,4500,2162,2321.25,246.6237012,,,
20,,,4500,1998,2324.55,244.8156073,,,
1,,,4600,2817,2325.5,243.5151568,,,
2,,,4600,2001,2343.85,291.5844691,,,
3,,,4600,2282,2361.25,280.2098603,,,
4,,,4600,2162,2353.75,284.4184973,,,
5,,,4600,2284,2357.8,282.1116987,,,
6,,,4600,2412,2384.4,299.3416285,,,
7,,,4600,2547,2389.15,300.5539228,,,
8,,,4600,2249,2379.1,298.3503592,,,
9,,,4600,2951,2376.1,300.0243674,,,
10,,,4600,2396,2334.35,272.663138,,,
11,,,4600,2185,2324.3,273.9723574,,,
12,,,4600,1999,2324.5,273.8667559,,,
13,,,4600,2375,2337.25,263.6610414,,,
14,,,4600,2404,2337.5,263.7010868,,,
15,,,4600,2144,2346.5,269.106416,,,
16,,,4600,2300,2348.2,267.8643805,,,
17,,,4600,2301,2332.7,279.5159538,,,
18,,,4600,2456,2326.65,281.5403636,,,
19,,,4600,2228,2307.8,285.0232862,,,
20,,,4600,2017,2313.95,284.5373854,,,
1,,,4700,3184,2326.45,276.1739488,,,
2,,,4700,2349,2289.4,191.9301956,,,
3,,,4700,2132,2286.9,191.4380208,,,
4,,,4700,2243,2309.4,198.5853654,,,
5,,,4700,2816,2338.25,228.14397,,,
6,,,4700,2507,2315.85,198.8848583,,,
7,,,4700,2346,2299.75,195.6026786,,,
8,,,4700,2189,2290.35,197.7684119,,,
9,,,4700,2116,2296.25,196.3407015,,,
10,,,4700,2195,2347.85,268.7378443,,,
11,,,4700,2189,2345.15,270.6190321,,,
12,,,4700,2254,2367.75,275.7179862,,,
13,,,4700,2380,2375.7,274.5553534,,,
14,,,4700,2584,2362,281.0879241,,,
15,,,4700,2178,2344.35,277.4739959,,,
16,,,4700,1990,2352.05,274.7380523,,,
17,,,4700,2180,3257.5,3972.673096,,,
18,,,4700,2079,3295.65,3965.438149,,,
19,,,4700,2351,3305.7,3962.445963,,,
20,,,4700,2267,3310.35,3961.321049,,,
1,,,4800,2443,3323,3958.216624,,,
2,,,4800,2299,3320.7,3958.768204,,,
3,,,4800,2582,3320.9,3958.713971,,,
4,,,4800,2820,3317.35,3959.443226,,,
5,,,4800,2368,3292.95,3964.170272,,,
6,,,4800,2185,3304.25,3961.716253,,,
7,,,4800,2158,3312.15,3959.523832,,,
8,,,4800,2307,3327.75,3955.349727,,,
9,,,4800,3148,3327.95,3955.295497,,,
10,,,4800,2141,3285.1,3961.984137,,,
11,,,4800,2641,3301.6,3957.653457,,,
12,,,4800,2413,3284.85,3961.303697,,,
13,,,4800,2106,3288.6,3960.470326,,,
14,,,4800,2231,3295.55,3958.407248,,,
15,,,4800,2332,3303.5,3956.31581,,,
16,,,4800,20099,3307.75,3955.262782,,,
17,,,4800,2943,2421.75,154.672787,,,
18,,,4800,2280,2397.05,94.97616044,,,
19,,,4800,2444,2404.05,90.96990538,,,
20,,,4800,2520,2391.85,101.1248707,,,
1,,,4900,2397,2375.65,105.3776542,,,
2,,,4900,2303,2384.8,114.8484585,,,
3,,,4900,2511,2390.6,113.4202247,,,
4,,,4900,2332,2392.6,115.9788547,,,
5,,,4900,2594,2406.1,123.9910438,,,
6,,,4900,2343,2412.7,137.3164229,,,
7,,,4900,2470,2438.25,167.8175309,,,
8,,,4900,2311,2428.15,171.8366038,,,
9,,,4900,2291,2440.6,171.9223815,,,
10,,,4900,2471,2448.5,168.2778092,,,
11,,,4900,2306,2438.15,173.1173241,,,
12,,,4900,2488,2441.3,171.148166,,,
13,,,4900,2245,2447.7,175.3285938,,,
14,,,4900,2390,2462.05,169.513693,,,
15,,,4900,2417,2457.8,172.4552116,,,
16,,,4900,2379,2454.9,173.6608613,,,
17,,,4900,2449,2460.85,172.9606816,,,
18,,,4900,2420,2463.55,173.1872959,,,
19,,,4900,2200,2465.05,172.9199617,,,
20,,,4900,2196,2474.95,162.287748,,,
1,,,5000,2580,2491.95,148.7744584,,,
2,,,5000,2419,2498.3,155.2977107,,,
3,,,5000,2551,2504,154.3229696,,,
4,,,5000,2602,2502.1,153.9473252,,,
5,,,5000,2726,2506.3,157.9110676,,,
6,,,5000,2854,2496.55,149.4239729,,,
7,,,5000,2268,2479,123.6152775,,,
8,,,5000,2560,2496.15,116.3828867,,,
9,,,5000,2449,2490.65,115.8044063,,,
10,,,5000,2264,2487.2,118.1152871,,,
11,,,5000,2369,2502.25,106.8145836,,,
12,,,5000,2616,2505.1,103.7897166,,,
13,,,5000,2532,2493.7,103.4886721,,,
14,,,5000,2305,2497.1,105.9020898,,,
15,,,5000,2359,2502.3,98.25000335,,,
16,,,5000,2498,2500.85,100.6605944,,,
17,,,5000,2503,2494.2,105.1518201,,,
18,,,5000,2450,2500.25,109.0918855,,,
19,,,5000,2398,2513.7,118.7275076,,,
20,,,5000,2536,2526.5,119.3951864,,,
1,,,5100,2707,2515.25,128.6913382,,,
2,,,5100,2533,2508.25,121.3081656,,,
3,,,5100,2513,2505.55,121.3292497,,,
4,,,5100,2686,2504.05,121.4177109,,,
5,,,5100,2531,2502.1,118.6227545,,,
6,,,5100,2503,2514.6,134.0032993,,,
7,,,5100,2611,2509.5,136.3877985,,,
8,,,5100,2450,2498.6,136.5601468,,,
9,,,5100,2380,2503.4,136.4491037,,,
10,,,5100,2565,2522.6,144.9248081,,,
11,,,5100,2426,2521.05,144.6129044,,,
12,,,5100,2388,2521.65,144.2221514,,,
13,,,5100,2600,2534.05,142.7804627,,,
14,,,5100,2409,2530.7,141.9351594,,,
15,,,5100,2330,2533,140.2216291,,,
16,,,5100,2365,2545.75,132.1529716,,,
17,,,5100,2624,2602.2,244.3680572,,,
18,,,5100,2719,2608.15,246.3673498,,,
19,,,5100,2654,2601,245.0525185,,,
20,,,5100,2311,2592.25,246.1821908,,,
1,,,5200,2567,2630,258.369788,,,
2,,,5200,2479,2633.25,257.9440729,,,
3,,,5200,2483,2648.3,257.2506662,,,
4,,,5200,2647,2656.15,254.3197894,,,
5,,,5200,2781,2672.4,263.9067618,,,
6,,,5200,2401,2668.4,262.7779531,,,
7,,,5200,2393,2674.05,257.8954245,,,
8,,,5200,2546,2692.95,249.9428303,,,
9,,,5200,2764,2690.15,251.9810509,,,
10,,,5200,2534,2676.9,254.8444107,,,
11,,,5200,2438,2670.6,260.066874,,,
12,,,5200,2636,2681.6,254.2995333,,,
13,,,5200,2533,2677.15,255.9130763,,,
14,,,5200,2455,2687.25,253.9027736,,,
15,,,5200,2585,2694.55,248.9238892,,,
16,,,5200,3494,2696.55,248.1568848,,,
17,,,5200,2743,2677,190.7997021,,,
18,,,5200,2576,2683.7,195.5333058,,,
19,,,5200,2479,2694.4,195.1845011,,,
20,,,5200,3066,2699.8,190.3455583,,,
1,,,5300,2632,2675.65,171.1066996,,,
2,,,5300,2780,2677.05,170.8451053,,,
3,,,5300,2640,2672.8,169.1986064,,,
4,,,5300,2972,2669.75,170.3667484,,,
5,,,5300,2701,2724.3,351.0696587,,,
6,,,5300,2514,2726.4,351.0485646,,,
7,,,5300,2771,2730.85,348.7711171,,,
8,,,5300,2490,2739.15,351.7394782,,,
9,,,5300,2499,2782.85,372.8171945,,,
10,,,5300,2408,2805.75,368.5054988,,,
11,,,5300,2658,2813,361.630518,,,
12,,,5300,2547,2820.75,359.7901252,,,
13,,,5300,2735,2832.35,354.1960912,,,
14,,,5300,2601,2828.75,355.6007334,,,
15,,,5300,2625,2829.05,355.4009559,,,
16,,,5300,3103,2835.6,352.6388342,,,
17,,,5300,2877,2813.9,348.6488054,,,
18,,,5300,2790,2809.95,348.343671,,,
19,,,5300,2587,2793.3,357.1933134,,,
20,,,5300,2583,2797.35,355.1846481,,,
1,,,5400,2660,2796.4,355.8129905,,,
2,,,5400,2695,2799.65,354.7969434,,,
3,,,5400,2579,2811.8,355.1851408,,,
4,,,5400,4063,2845.75,364.1008933,,,
5,,,5400,2743,2776.6,225.8272279,,,
6,,,5400,2603,2765.8,232.5826622,,,
7,,,5400,2937,2771.2,229.8415015,,,
8,,,5400,3364,2761.15,226.5815236,,,
9,,,5400,2957,2719.75,181.8660221,,,
10,,,5400,2553,2711.1,173.9288723,,,
11,,,5400,2813,2719.55,169.9022862,,,
12,,,5400,2779,2758.55,258.7653835,,,
13,,,5400,2663,2756.1,258.7935369,,,
14,,,5400,2607,2756.25,258.7375982,,,
15,,,5400,2756,2766.55,256.5746993,,,
16,,,5400,2669,2763.65,257.0275994,,,
17,,,5400,2798,2767,256.1642154,,,
18,,,5400,2457,2770.05,256.9147872,,,
19,,,5400,2668,2806.2,261.375028,,,
20,,,5400,2564,2840.65,286.4084818,,,
1,,,5500,2725,2864.75,282.1518581,,,
2,,,5500,2938,2869.6,280.4517784,,,
3,,,5500,3258,2862.65,280.3898179,,,
4,,,5500,2680,2847.5,265.7053176,,,
5,,,5500,2527,2850.4,264.0925675,,,
6,,,5500,2711,2871.15,253.4337399,,,
7,,,5500,2736,2873.75,251.9667637,,,
8,,,5500,2536,2879.7,249.9395927,,,
9,,,5500,2784,2901.5,237.0666129,,,
10,,,5500,2722,2896.7,240.5176654,,,
11,,,5500,3593,2922.55,248.4066011,,,
12,,,5500,2730,2890.95,192.5473216,,,
13,,,5500,2666,2887.35,196.3504587,,,
14,,,5500,2813,2906.85,192.5396131,,,
15,,,5500,2698,2914.85,191.7573233,,,
16,,,5500,2736,2931.05,186.0751051,,,
17,,,5500,2859,2926.9,191.500694,,,
18,,,5500,3180,2923.4,193.436893,,,
19,,,5500,3357,2894.5,196.2395153,,,
20,,,5500,3046,2863.65,165.8500512,,,
1,,,5600,2822,2861.3,163.4458223,,,
2,,,5600,2799,2861.15,163.4851595,,,
3,,,5600,2955,2871.95,166.2741791,,,
4,,,5600,2738,2879.35,173.3093598,,,
5,,,5600,2942,2883.05,170.9060915,,,
6,,,5600,2763,2889.75,175.8925734,,,
7,,,5600,2855,2897.95,173.4787944,,,
8,,,5600,2972,2916.65,188.1430797,,,
9,,,5600,2688,2916.45,188.0832612,,,
10,,,5600,3239,2913.9,191.655365,,,
11,,,5600,2961,2910.55,186.1811441,,,
12,,,5600,2658,2900.65,188.605764,,,
13,,,5600,3056,2907.3,181.8226724,,,
14,,,5600,2973,2889.9,183.4872432,,,
15,,,5600,3022,2885.7,182.443387,,,
16,,,5600,2653,2876.85,179.7569338,,,
17,,,5600,2789,2876.8,179.8226026,,,
18,,,5600,2602,2877.7,179.4046001,,,
19,,,5600,2740,2894.65,167.612421,,,
20,,,5600,2999,2896.8,165.7901654,,,
1,,,5700,2819,2922.2,214.1368475,,,
2,,,5700,3015,2927.8,212.7560006,,,
3,,,5700,3103,2923.65,211.7727866,,,
4,,,5700,2812,2914.05,207.5238667,,,
5,,,5700,3076,2913.8,207.6562443,,,
6,,,5700,2927,2894.9,209.3118801,,,
7,,,5700,3229,2917.9,236.5286007,,,
8,,,5700,2968,2896.45,226.0513391,,,
9,,,5700,2637,2888.2,226.3133831,,,
10,,,5700,3172,2901.6,218.4547165,,,
11,,,5700,2763,2892.55,210.2586064,,,
12,,,5700,2791,2958.85,337.6981329,,,
13,,,5700,2708,2973.3,336.3181608,,,
14,,,5700,2889,3008.85,344.2823619,,,
15,,,5700,2845,3008.3,344.4926246,,,
16,,,5700,2652,3006.05,345.7599525,,,
17,,,5700,2807,3013.9,339.0151215,,,
18,,,5700,2941,3043.8,346.1035136,,,
19,,,5700,2783,3035.7,350.5037127,,,
20,,,5700,3507,3039.3,348.1333834,,,
1,,,5800,2931,3016.75,330.3989415,,,
2,,,5800,2932,3025.75,330.391773,,,
3,,,5800,2911,3035.9,330.4782659,,,
4,,,5800,2807,3041.15,329.2212942,,,
5,,,5800,2698,3044.25,327.1860689,,,
6,,,5800,3387,3068.6,318.0555066,,,
7,,,5800,2800,3054.7,309.3640506,,,
8,,,5800,2803,3054,309.985908,,,
9,,,5800,2905,3069.45,304.4687306,,,
10,,,5800,2991,3071.25,303.550373,,,
11,,,5800,4089,3063.85,307.3893939,,,
12,,,5800,3080,3009.9,190.4332733,,,
13,,,5800,3419,2998.6,192.7459195,,,
14,,,5800,2878,2982.85,167.8471344,,,
15,,,5800,2800,3030.3,250.4570769,,,
16,,,5800,2809,3036.25,246.0731331,,,
17,,,5800,3405,3040.45,242.6837828,,,
18,,,5800,2779,3015.55,228.4415104,,,
19,,,5800,2855,3041.2,229.2820832,,,
20,,,5800,3056,3040.7,229.7199897,,,
1,,,5900,3111,3038.05,229.8398699,,,
2,,,5900,3135,3032.1,229.3918504,,,
3,,,5900,3016,3034.8,230.9790603,,,
4,,,5900,2869,2884.25,715.9720573,,,
5,,,5900,3185,2883.15,716.013619,,,
6,,,5900,3109,2873.7,713.061236,,,
7,,,5900,2786,2905.3,737.6185792,,,
8,,,5900,3112,2923.7,739.0744639,,,
9,,,5900,2941,2922.5,738.7720609,,,
10,,,5900,2843,2931.8,740.1865768,,,
11,,,5900,3010,2942.35,740.35797,,,
12,,,5900,2854,2945.55,740.8039356,,,
13,,,5900,3104,2966.8,744.1277197,,,
14,,,5900,3827,2974.85,746.5569584,,,
15,,,5900,2919,2935.35,719.5062836,,,
16,,,5900,2893,2948.8,721.6954891,,,
17,,,5900,2907,2947.7,721.8017733,,,
18,,,5900,3292,2960.6,723.3399434,,,
19,,,5900,2845,2958.95,722.5814451,,,
20,,,5900,3003,2961.55,722.2433236,,,
1,,,6000,2992,2959.85,722.180636,,,
2,,,6000,3189,2962.25,722.3728353,,,
3,,,6000,5,2948.1,720.4666543,,,
4,,,6000,2847,3100.3,198.337591,,,
5,,,6000,2996,3119.9,191.2303378,,,
6,,,6000,3741,3113.15,198.0933525,,,
7,,,6000,3154,3098.6,155.701604,,,
8,,,6000,3088,3095,155.1847795,,,
9,,,6000,3127,3101.45,157.5414649,,,
10,,,6000,3054,3118.75,178.1450843,,,
11,,,6000,3074,3115.1,180.2766587,,,
12,,,6000,3279,3122.4,181.4768073,,,
13,,,6000,3265,3108.95,179.2139195,,,
14,,,6000,3037,3095.45,176.9958296,,,
15,,,6000,3188,3091.8,179.0059099,,,
16,,,6000,2871,3098.9,185.712823,,,
17,,,6000,3165,3101.95,182.2414463,,,
18,,,6000,3259,3101.25,182.0132659,,,
19,,,6000,2897,3093.8,178.2265265,,,
20,,,6000,2969,3105.25,172.1709294,,,
1,,,6100,3040,3122.6,175.1758215,,,
2,,,6100,2906,3136,178.7388568,,,
3,,,6100,3049,3149.95,170.5429333,,,
4,,,6100,3239,3149.45,170.8688247,,,
5,,,6100,2861,3144.4,169.5704791,,,
6,,,6100,3450,3155.5,156.8302804,,,
7,,,6100,3082,3186.15,249.7742718,,,
8,,,6100,3217,3189.7,248.7184204,,,
9,,,6100,3473,3180.7,250.925466,,,
10,,,6100,2981,3175.45,245.5283187,,,
11,,,6100,3220,3194,244.0746219,,,
12,,,6100,3010,3188.05,244.8566659,,,
13,,,6100,2995,3195,241.4864059,,,
14,,,6100,2964,3202.5,237.2399407,,,
15,,,6100,3330,3209.85,231.6738349,,,
16,,,6100,2932,3236.75,273.7686067,,,
17,,,6100,3151,3275.2,282.5749272,,,
18,,,6100,3110,3337.8,376.6371421,,,
19,,,6100,3126,3340.3,375.2087279,,,
20,,,6100,3316,3347.05,372.35403,,,
1,,,6200,3308,3353.2,372.8296634,,,
2,,,6200,3185,3349.15,373.7852289,,,
3,,,6200,3039,3357.1,371.7957702,,,
4,,,6200,3138,3362.6,367.6327401,,,
5,,,6200,3083,3378.8,364.3385644,,,
6,,,6200,4063,3392.25,357.7496736,,,
7,,,6200,3153,3349.55,322.7285767,,,
8,,,6200,3037,3354.25,320.3915162,,,
9,,,6200,3368,3362.75,313.7174181,,,
10,,,6200,3352,3346.9,321.3532079,,,
11,,,6200,3101,3335.65,325.0820585,,,
12,,,6200,3149,3331.4,328.8450923,,,
13,,,6200,3145,3338.9,326.1657473,,,
14,,,6200,3111,3350.4,323.0087827,,,
15,,,6200,3868,3382.4,329.6766199,,,
16,,,6200,3701,3343.8,314.68156,,,
17,,,6200,4403,3316.65,305.532542,,,
18,,,6200,3160,3247.95,174.9954811,,,
19,,,6200,3261,3244.85,177.171126,,,
20,,,6200,3439,3236.8,180.0332133,,,
1,,,6300,3227,3269.1,258.8964231,,,
2,,,6300,3344,3283.35,264.2453555,,,
3,,,6300,3149,3282.65,264.0947348,,,
4,,,6300,3462,3285.85,262.7745231,,,
5,,,6300,3352,3275.05,259.5730249,,,
6,,,6300,3209,3265.85,259.9626036,,,
7,,,6300,3247,3262.25,261.2864681,,,
8,,,6300,3207,3258.05,262.2179638,,,
9,,,6300,3051,3265.8,262.9193593,,,
10,,,6300,3127,3287.2,261.932213,,,
11,,,6300,3016,3308.45,265.4673089,,,
12,,,6300,3299,3314.05,260.1004816,,,
13,,,6300,3375,3311.6,260.4802043,,,
14,,,6300,3751,3320.3,265.5653552,,,
15,,,6300,3096,3311.65,253.3340368,,,
16,,,6300,3158,3324.85,248.3347221,,,
17,,,6300,3029,3335.5,245.3520564,,,
18,,,6300,3098,3346.6,235.5831287,,,
19,,,6300,3100,3351.2,231.3333434,,,
20,,,6300,4085,3379.1,233.0850082,,,
1,,,6400,3512,3335.1,166.3129264,,,
2,,,6400,3330,3345.15,182.8192305,,,
3,,,6400,3213,3345.45,182.7979831,,,
4,,,6400,3246,3345.45,182.7979831,,,
5,,,6400,3168,3353.1,181.6146586,,,
6,,,6400,3137,3360.55,176.6091358,,,
7,,,6400,3163,3373.05,168.6205566,,,
8,,,6400,3362,3374.4,166.9501659,,,
9,,,6400,3479,3376.65,167.0774403,,,
10,,,6400,3552,3388.7,182.7987389,,,
11,,,6400,3128,3384.3,179.6939211,,,
12,,,6400,3250,3399.25,169.3908203,,,
13,,,6400,3549,3395.35,173.8472636,,,
14,,,6400,3578,3379.3,173.7330378,,,
15,,,6400,3360,3379.05,173.4354043,,,
16,,,6400,3371,3376.85,173.9680173,,,
17,,,6400,3251,3378.15,174.0191384,,,
18,,,6400,3190,3392.8,175.0815148,,,
19,,,6400,3658,3412.55,173.2702407,,,
20,,,6400,3205,3400.05,163.3657424,,,
1,,,6500,3713,3409.3,156.8479317,,,
2,,,6500,3336,3400.35,143.1117616,,,
3,,,6500,3213,3395.35,147.1677435,,,
4,,,6500,3399,3433.7,190.6578915,,,
5,,,6500,3317,3432.5,190.9630717,,,
6,,,6500,3387,3475,249.5148978,,,
7,,,6500,3190,3479.3,248.6581039,,,
8,,,6500,3407,3497.55,239.5347409,,,
9,,,6500,3720,3563.55,363.2013325,,,
10,,,6500,3464,3603.45,420.5914976,,,
11,,,6500,3427,3614.5,419.6369985,,,
12,,,6500,3172,3612.95,420.4225287,,,
13,,,6500,3228,3623.4,411.3857711,,,
14,,,6500,3573,3637.95,401.6971201,,,
15,,,6500,3316,3639.95,401.4562275,,,
16,,,6500,3397,3638.1,403.1094797,,,
17,,,6500,3544,3643,400.6124259,,,
18,,,6500,3585,3629.25,408.8243575,,,
19,,,6500,3408,3617.35,413.615926,,,
20,,,6500,3390,3651.65,423.6633811,,,
1,,,6600,3534,3674.7,421.212298,,,
2,,,6600,3236,3683.6,419.9615772,,,
3,,,6600,3980,3698.45,408.3929319,,,
4,,,6600,3375,3691.2,404.3991775,,,
5,,,6600,4167,3694.8,401.7479702,,,
6,,,6600,3473,3708.3,422.4533733,,,
7,,,6600,3555,3711.6,420.7730229,,,
8,,,6600,4727,3717.35,419.3035924,,,
9,,,6600,4518,3655.5,347.6447824,,,
10,,,6600,3685,3596,289.1754157,,,
11,,,6600,3396,3583.35,290.6073993,,,
12,,,6600,3381,3597.2,287.7957243,,,
13,,,6600,3519,3601.1,285.2287909,,,
14,,,6600,3613,3615.55,288.1561117,,,
15,,,6600,3279,3609,289.7018431,,,
16,,,6600,3495,3623.4,279.4103566,,,
17,,,6600,3269,3620.75,280.9393782,,,
18,,,6600,3347,3653.35,275.7552834,,,
19,,,6600,4094,3672.6,266.5276524,,,
20,,,6600,3851,3639.7,251.9874892,,,
1,,,6700,3712,3627.4,247.0869014,,,
2,,,6700,3533,3662.65,303.6138952,,,
3,,,6700,3835,3699.1,329.8552952,,,
4,,,6700,3447,3710.25,338.3504684,,,
5,,,6700,4437,3735.9,336.7847821,,,
6,,,6700,3539,3742.15,351.3264002,,,
7,,,6700,3670,3755.1,348.2036458,,,
8,,,6700,3490,3751.8,349.3634211,,,
9,,,6700,3328,3775.65,346.8229148,,,
10,,,6700,3432,3808.6,333.0876919,,,
